subject,pdf_page,content_page,wusan_chapter,wusan_section,renjiao_book,renjiao_chapter,locator
CHEMISTRY,0151,148,第十四章 实验方案的设计与评价,微专题 6 制备实验综合题的解题策略,必修第一册 第二章 海水中的重要元素——钠和氯；必修第二册,第五章 化工生产中的重要非金属元素；选择性必修3 有机化学基础,第十四章 实验方案的设计与评价 / 微专题 6 制备实验综合题的解题策略
CHEMISTRY,0152,149,第十四章 实验方案的设计与评价,微专题 6 制备实验综合题的解题策略 / 三、实验操作类答题语言规范（续表）；四、实验设计类规范语言表述,必修第一册,第一章 物质及其变化（沉淀的洗涤与检验）；选择性必修3 有机化学基础（萃取、分液）,第十四章 实验方案的设计与评价 / 微专题 6 制备实验综合题的解题策略 / 三、实验操作类答题语言规范（续表）；四、实验设计类规范语言表述
CHEMISTRY,0153,150,第十四章 实验方案的设计与评价,微专题 6 制备实验综合题的解题策略 / 四、实验设计类规范语言表述（续）；五、实验操作、条件控制的目的 ＋ 即练即清,必修第一册,第二章 海水中的重要元素——钠和氯；选择性必修1 化学反应原理（温度、压强、浓度对反应速率与平衡的影响）,第十四章 实验方案的设计与评价 / 微专题 6 制备实验综合题的解题策略 / 四、实验设计类规范语言表述（续）；五、实验操作、条件控制的目的 ＋ 即练即清
CHEMISTRY,0154,151,第十四章 实验方案的设计与评价,微专题 6 制备实验综合题的解题策略 / 即练即清（典例 1 续、典例 2）,选择性必修3 有机化学基础（醚的制备、蒸馏提纯）；选择性必修1 化学反应原理（滴定分析与计算）,,第十四章 实验方案的设计与评价 / 微专题 6 制备实验综合题的解题策略 / 即练即清（典例 1 续、典例 2）
CHEMISTRY,0155,152,第十四章 实验方案的设计与评价,微专题 6 制备实验综合题的解题策略（变式）＋ 微专题 7 定量分析实验综合题的解题策略 / 一、定量测定数据的方法,必修第一册,第二章 海水中的重要元素——钠和氯（气体的量取与定量测定）；选择性必修2 物质结构与性质（配合物）；选择性必修3 有机化学基础（乙腈、结晶与重结晶）,第十四章 实验方案的设计与评价 / 微专题 6 制备实验综合题的解题策略（变式）＋ 微专题 7 定量分析实验综合题的解题策略 / 一、定量测定数据的方法
CHEMISTRY,0156,153,第十四章 实验方案的设计与评价,微专题 7 定量分析实验综合题的解题策略 / 一、定量测定数据的方法（续）；二、定量实验数据的处理方法；三、定量分析实验的常用计算方法,选择性必修1 化学反应原理（酸碱中和滴定、沉淀滴定、氧化还原滴定）；必修第一册,第二章 海水中的重要元素——钠和氯,第十四章 实验方案的设计与评价 / 微专题 7 定量分析实验综合题的解题策略 / 一、定量测定数据的方法（续）；二、定量实验数据的处理方法；三、定量分析实验的常用计算方法
CHEMISTRY,0157,154,第十四章 实验方案的设计与评价,微专题 7 定量分析实验综合题的解题策略 / 三、定量分析实验的常用计算方法（续）＋ 即练即清,选择性必修1 化学反应原理（滴定分析、氧化还原反应中的电子守恒）,,第十四章 实验方案的设计与评价 / 微专题 7 定量分析实验综合题的解题策略 / 三、定量分析实验的常用计算方法（续）＋ 即练即清
CHEMISTRY,0158,155,第十四章 实验方案的设计与评价,微专题 7 定量分析实验综合题的解题策略 / 即练即清（典例 2 续、变式 1）,选择性必修1 化学反应原理（滴定分析、盐类水解）；选择性必修2 物质结构与性质（配合物）；必修第一册,第二章 海水中的重要元素——钠和氯,第十四章 实验方案的设计与评价 / 微专题 7 定量分析实验综合题的解题策略 / 即练即清（典例 2 续、变式 1）
CHEMISTRY,0159,156,第十四章 实验方案的设计与评价,微专题 7 定量分析实验综合题的解题策略 / 即练即清（变式 1 续、变式 2）,选择性必修1 化学反应原理（盐类水解、滴定曲线与滴定终点判断）；必修第一册,第二章 海水中的重要元素——钠和氯（碳酸钠与碳酸氢钠）,第十四章 实验方案的设计与评价 / 微专题 7 定量分析实验综合题的解题策略 / 即练即清（变式 1 续、变式 2）
BIOLOGY,0001-0004,,《2027 5·3 A版 高考总复习》生物 精讲册,目录（CONTENTS）,全书目录（五部分 24 章）,,《2027 5·3 A版 高考总复习》生物 精讲册 / 目录（CONTENTS）
BIOLOGY,0005,1,第一部分 分子与细胞,第一章 走近细胞 / 知识清单,必修1《分子与细胞》,第1章 走近细胞,第一部分 分子与细胞 / 第一章 走近细胞 / 知识清单
BIOLOGY,0006,2,第一部分 分子与细胞,第二章 组成细胞的分子 / 第1节 细胞中的元素和无机物,必修1《分子与细胞》,第2章 组成细胞的分子 第1节,第一部分 分子与细胞 / 第二章 组成细胞的分子 / 第1节 细胞中的元素和无机物 / 知识清单
BIOLOGY,0007,3,第一部分 分子与细胞,第二章 组成细胞的分子 / 第2节 细胞中的糖类和脂质,必修1《分子与细胞》,第2章 组成细胞的分子 第2~3节,第一部分 分子与细胞 / 第二章 组成细胞的分子 / 第2节 细胞中的糖类和脂质 / 知识清单
BIOLOGY,0008,4,第一部分 分子与细胞,第二章 组成细胞的分子 / 第2节 细胞中的糖类和脂质,必修1《分子与细胞》,第2章 组成细胞的分子 第3节,第一部分 分子与细胞 / 第二章 组成细胞的分子 / 第2节 细胞中的糖类和脂质 / 考教衔接·知识归纳·即练即清
BIOLOGY,0009,5,第一部分 分子与细胞,第二章 组成细胞的分子 / 第3节 蛋白质和核酸,必修1《分子与细胞》,第2章 第4节 蛋白质是生命活动的主要承担者,第一部分 分子与细胞 / 第二章 组成细胞的分子 / 第3节 蛋白质和核酸 / 知识清单（蛋白质部分）
BIOLOGY,0010,6,第一部分 分子与细胞,第二章 组成细胞的分子 / 第3节 蛋白质和核酸,必修1《分子与细胞》,第2章 第5节 核酸是遗传信息的携带者,第一部分 分子与细胞 / 第二章 组成细胞的分子 / 第3节 蛋白质和核酸 / 知识清单（核酸、生物大分子部分）
BIOLOGY,0011,7,第二章 组成细胞的分子,（本页未印节号） / 考法 蛋白质的构象与活性,必修1《分子与细胞》,第2章 组成细胞的分子,第二章 组成细胞的分子 /（本页未印节号）/ 考法 蛋白质的构象与活性
BIOLOGY,0012,8,第三章 细胞的基本结构,第1节 细胞膜和细胞核的结构与功能 / 细胞膜,必修1《分子与细胞》,第3章 细胞的基本结构,第三章 细胞的基本结构 / 第1节 细胞膜和细胞核的结构与功能 / 细胞膜
BIOLOGY,0013,9,第三章 细胞的基本结构,第1节 细胞膜和细胞核的结构与功能 / 细胞核,必修1《分子与细胞》,第3章 细胞的基本结构,第三章 细胞的基本结构 / 第1节 细胞膜和细胞核的结构与功能 / 细胞核
BIOLOGY,0014,10,第三章 细胞的基本结构,第2节 细胞器之间的分工合作 / 细胞器之间的分工,必修1《分子与细胞》,第3章 细胞的基本结构,第三章 细胞的基本结构 / 第2节 细胞器之间的分工合作 / 细胞器之间的分工
BIOLOGY,0015,11,第三章 细胞的基本结构,第2节 细胞器之间的分工合作（续） / 细胞器之间的协调配合,必修1 分子与细胞,第三章 细胞的基本结构,第三章 细胞的基本结构 / 第2节 细胞器之间的分工合作（续）/ 细胞器之间的协调配合
BIOLOGY,0016,12,第三章 细胞的基本结构,考法清单：溶酶体,必修1 分子与细胞,第三章 细胞的基本结构,第三章 细胞的基本结构 / 考法清单：溶酶体
BIOLOGY,0017,13,第三章 细胞的基本结构,微专题 蛋白质分选,必修1 分子与细胞,第三章 细胞的基本结构,第三章 细胞的基本结构 / 微专题 蛋白质分选
BIOLOGY,0018,14,第四章 细胞的物质输入和输出,第1节 细胞的吸水和失水 / 知识清单,必修1 分子与细胞,第四章 细胞的物质输入和输出,第四章 细胞的物质输入和输出 / 第1节 细胞的吸水和失水 / 知识清单
BIOLOGY,0019,15,第四章 细胞的物质输入和输出,第1节（续） / 考法清单：植物细胞吸水和失水的拓展,必修1 分子与细胞,第四章 细胞的物质输入和输出,第四章 细胞的物质输入和输出 / 第1节（续）/ 考法清单：植物细胞吸水和失水的拓展
BIOLOGY,0020,16,第四章 细胞的物质输入和输出,第2节 物质进出细胞的方式及影响因素 / 知识清单,必修1 分子与细胞,第四章 细胞的物质输入和输出,第四章 细胞的物质输入和输出 / 第2节 物质进出细胞的方式及影响因素 / 知识清单
BIOLOGY,0021,17,第4章 细胞的物质输入和输出,第1—2节（被动运输；主动运输与胞吞、胞吐） / 物质跨膜运输方式的影响因素（续表）,必修1 分子与细胞,第4章 细胞的物质输入和输出,第4章 细胞的物质输入和输出 / 第1—2节（被动运输；主动运输与胞吞、胞吐）/ 物质跨膜运输方式的影响因素（续表）
BIOLOGY,0022,18,第4章 细胞的物质输入和输出,考法 物质运输方式的判断,必修1 分子与细胞,第4章 细胞的物质输入和输出,第4章 细胞的物质输入和输出 / 考法 物质运输方式的判断
BIOLOGY,0023,19,第4章 细胞的物质输入和输出,微专题 主动运输的类型,必修1 分子与细胞,第4章 细胞的物质输入和输出,第4章 细胞的物质输入和输出 / 微专题 主动运输的类型
BIOLOGY,0024,20,第4章 细胞的物质输入和输出,微专题 主动运输的类型 / 二 光驱动泵、突破指南,必修1 分子与细胞,第4章 细胞的物质输入和输出,第4章 细胞的物质输入和输出 / 微专题 主动运输的类型 / 二 光驱动泵、突破指南
BIOLOGY,0025,21,第5章 细胞的能量供应和利用,第1节 降低化学反应活化能的酶 / 知识清单（酶的概念、本质及作用；酶的特性）,必修1 分子与细胞,第5章 细胞的能量供应和利用,第5章 细胞的能量供应和利用 / 第1节 降低化学反应活化能的酶 / 知识清单（酶的概念、本质及作用；酶的特性）
BIOLOGY,0026,22,第五章 细胞的能量供应和利用,第1节（续） / 影响酶促反应速率的因素及探究实验,必修1 分子与细胞,第五章 细胞的能量供应和利用,第五章 细胞的能量供应和利用 / 第1节（续）/ 影响酶促反应速率的因素及探究实验
BIOLOGY,0027,23,第五章 细胞的能量供应和利用,考法清单：实验设计与分析,必修1 分子与细胞,第五章 细胞的能量供应和利用,第五章 细胞的能量供应和利用 / 考法清单：实验设计与分析
BIOLOGY,0028,24,第五章 细胞的能量供应和利用,考法清单：实验设计与分析（续） / 实验分析的一般步骤,必修1 分子与细胞,第五章 细胞的能量供应和利用,第五章 细胞的能量供应和利用 / 考法清单：实验设计与分析（续）/ 实验分析的一般步骤
BIOLOGY,0029,25,第五章 细胞的能量供应和利用,"第2节 细胞的能量""货币"" ATP / 知识清单",必修1 分子与细胞,第五章 细胞的能量供应和利用,"第五章 细胞的能量供应和利用 / 第2节 细胞的能量""货币"" ATP / 知识清单"
BIOLOGY,0030,26,第5章 细胞的能量供应和利用,"第2节 细胞的能量""货币""ATP / 考法·磷酸化与去磷酸化",必修1 分子与细胞,第5章 细胞的能量供应和利用,"第5章 细胞的能量供应和利用 / 第2节 细胞的能量""货币""ATP / 考法·磷酸化与去磷酸化"
BIOLOGY,0031,27,第5章 细胞的能量供应和利用,第3节 细胞呼吸的方式 / 知识清单（探究酵母菌细胞的呼吸方式、细胞呼吸）,必修1 分子与细胞,第5章 细胞的能量供应和利用,第5章 细胞的能量供应和利用 / 第3节 细胞呼吸的方式 / 知识清单（探究酵母菌细胞的呼吸方式、细胞呼吸）
